VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
10754,PERFECTA WINES,11078,Chenin Bl K Forrester Stlnbh,11.48,16.99,750.0,60,688.8,84.0,1427.16,118.93,9.45,28720.52,738.36,51.74,1.4,2.07
9552,M S WALKER INC,27370,Sierra Cantabria Crianza,10.59,15.99,750.0,65,688.35,182.0,3036.18,1513.07,20.25,55551.82,2347.83,77.33,2.8,4.41
1650,Circa Wines,21489,El Petit Carlania Trepat,12.74,18.99,750.0,54,687.96,43.0,803.57,130.93,4.85,211.97,115.61,14.39,0.8,1.17
4425,MARTIGNETTI COMPANIES,15968,Kunde Chard Sonoma Cnty,8.38,12.99,750.0,82,687.16,67.0,870.33,428.67,7.45,144929.24,183.17,21.05,0.82,1.27
8112,MOET HENNESSY USA INC,2074,Ardbeg Auriverdes Scotch,68.69,99.99,750.0,10,686.9,42.0,3959.58,3029.68,33.12,48347.26,3272.68,82.65,4.2,5.76
4425,MARTIGNETTI COMPANIES,25907,Hess Cab Svgn Shirtail Ranch,9.53,14.49,750.0,72,686.16,72.0,1043.28,550.62,8.01,144929.24,357.12,34.23,1.0,1.52
17035,PERNOD RICARD USA,989,Absolut Pears,14.59,21.99,1000.0,47,685.73,36.0,755.64,715.66,37.8,123780.22,69.91,9.25,0.77,1.1
9552,M S WALKER INC,22967,Cambria Clone-4 Pnt Nr,14.28,21.99,750.0,48,685.44,16.0,351.84,87.96,1.79,55551.82,-333.6,-94.82,0.33,0.51
5992,MCCORMICK DISTILLING CO,979,Pancho Villa Rojo,5.9,7.79,1000.0,116,684.4,114.0,888.06,654.36,119.7,1567.85,203.66,22.93,0.98,1.3
9165,ULTRA BEVERAGE COMPANY LLP,26345,A to Z Rose,11.4,16.99,750.0,60,684.0,47.0,798.53,288.83,5.24,68054.7,114.53,14.34,0.78,1.17
4425,MARTIGNETTI COMPANIES,2929,Dark Corner Moonshine,19.54,25.99,750.0,35,683.9,92.0,2391.08,1481.43,72.53,144929.24,1707.18,71.4,2.63,3.5
10754,PERFECTA WINES,44756,Duck Pond Syrah Columbia,11.03,17.99,750.0,62,683.86,123.0,2704.77,2242.98,13.58,28720.52,2020.91,74.72,1.98,3.96
90017,THE IMPORTED GRAPE LLC,13251,Apaltagua Envero Gran Rsv,9.24,15.49,750.0,74,683.76,50.0,750.5,90.94,5.62,80.03,66.74,8.89,0.68,1.1
9552,M S WALKER INC,21006,Ch Lassegue 05 GC St Emilion,62.08,94.99,750.0,11,682.88,43.0,4166.57,1547.84,4.81,55551.82,3483.69,83.61,3.91,6.1
9552,M S WALKER INC,23215,Carmel Road The Barrymore PG,11.18,16.99,750.0,61,681.98,51.0,842.49,404.75,5.67,55551.82,160.51,19.05,0.84,1.24
4692,KOBRAND CORPORATION,27784,Jadot Monthelle Les Sous 14,22.72,34.99,750.0,30,681.6,3.0,104.97,104.97,0.33,9139.38,-576.63,-549.33,0.1,0.15
3252,E & J GALLO WINERY,31522,J Vineyards Pnt Nr RRV,21.28,36.99,750.0,32,680.96,52.0,1715.48,956.71,5.78,61966.91,1034.52,60.3,1.62,2.52
8892,TRINCHERO FAMILY ESTATES,46190,Napa Cellars Merlot,14.18,20.99,750.0,48,680.64,30.0,629.7,251.88,3.33,11595.97,-50.94,-8.09,0.62,0.93
9815,WINE GROUP INC,23862,Concannon Founder Petit Srah,9.45,13.99,750.0,72,680.4,31.0,433.69,83.94,3.47,27100.41,-246.71,-56.89,0.43,0.64
7749,R.P.IMPORTS INC,19062,Ch Olivier 10 Blanc Pessac-L,33.99,50.99,750.0,20,679.8,73.0,3722.27,1478.71,8.17,91.5,3042.47,81.74,3.65,5.48
17037,Dunn Wine Brokers,20654,Notarious Cab Svgn,26.14,39.99,750.0,26,679.64,10.0,399.9,359.91,1.1,358.03,-279.74,-69.95,0.38,0.59
1587,VINEYARD BRANDS INC,21977,Massolino Barolo Margheria,45.2,65.99,750.0,15,678.0,37.0,2441.63,1517.77,4.12,6070.09,1763.63,72.23,2.47,3.6
9552,M S WALKER INC,21013,WindRacer RRV Pnt Nr,28.18,41.99,750.0,24,676.32,18.0,755.82,335.92,2.0,55551.82,79.5,10.52,0.75,1.12
9552,M S WALKER INC,8550,S S Pierce Vodka,9.39,12.49,1750.0,72,676.08,282.0,3522.18,87.43,518.17,55551.82,2846.1,80.81,3.92,5.21
2000,SOUTHERN WINE & SPIRITS NE,25773,Anima Negra Quibia,9.26,13.99,750.0,73,675.98,26.0,363.74,279.8,2.87,19016.59,-312.24,-85.84,0.36,0.54
2000,SOUTHERN WINE & SPIRITS NE,45565,F Coppola Diamond Malbec,12.07,17.99,750.0,56,675.92,35.0,629.65,89.95,3.94,19016.59,-46.27,-7.35,0.62,0.93
4425,MARTIGNETTI COMPANIES,46819,Kaiken Malbec Mendoza,9.65,13.99,750.0,70,675.5,73.0,1021.27,293.79,8.15,144929.24,345.77,33.86,1.04,1.51
9744,FREDERICK WILDMAN & SONS,27141,El Coto Real Rioja Rsva  10,22.51,33.99,750.0,30,675.3,7.0,237.93,203.94,0.77,3999.93,-437.37,-183.82,0.23,0.35
8673,STE MICHELLE WINE ESTATES,13172,Two Vines Vineyard 10 Red,3.65,5.29,1500.0,185,675.25,185.0,978.65,248.63,41.51,15919.7,303.4,31.0,1.0,1.45
10754,PERFECTA WINES,28050,Morgan Winery Albarino,11.25,16.99,750.0,60,675.0,4.0,67.96,33.98,0.45,28720.52,-607.04,-893.23,0.07,0.1
7153,PINE STATE TRADING CO,23949,Ch Valfontaine 10,6.49,9.99,750.0,104,674.96,294.0,2937.06,1448.55,32.71,15884.82,2262.1,77.02,2.83,4.35
1392,CONSTELLATION BRANDS INC,21635,Franciscan Est Cab Svgn,28.1,42.99,1500.0,24,674.4,21.0,902.79,601.86,4.67,79528.99,228.39,25.3,0.88,1.34
10754,PERFECTA WINES,21455,Ch Leoville Las Cases St-Jul,134.86,204.99,750.0,5,674.3,8.0,1639.92,819.96,0.89,28720.52,965.62,58.88,1.6,2.43
9165,ULTRA BEVERAGE COMPANY LLP,3908,St George Green Chile Vodka,19.83,24.99,750.0,34,674.22,33.0,824.67,224.91,25.97,68054.7,150.45,18.24,0.97,1.22
3252,E & J GALLO WINERY,14410,Liberty Crk Vyd Pnt Grigio,5.26,7.99,1500.0,128,673.28,127.0,990.73,395.5,28.43,61966.91,317.45,32.04,0.99,1.47
2242,DELICATO VINEYARDS INC,16247,Domino Merlot,5.26,7.99,1500.0,128,673.28,142.0,1134.58,223.72,31.93,7982.65,461.3,40.66,1.11,1.69
653,STATE WINE & SPIRITS,26445,F Boschendal Rose Garden,8.6,12.99,750.0,78,670.8,46.0,597.54,168.87,5.15,8014.98,-73.26,-12.26,0.59,0.89
9552,M S WALKER INC,18385,B Side Napa Vly Red,11.18,26.99,750.0,60,670.8,54.0,1259.46,449.81,6.05,55551.82,588.66,46.74,0.9,1.88
90024,VINILANDIA USA,16172,Ch Lamothe de Haux Brdx Red,11.18,16.99,750.0,60,670.8,25.0,424.75,50.97,2.81,2802.64,-246.05,-57.93,0.42,0.63
2242,DELICATO VINEYARDS INC,16241,Domino Merlot,3.3,4.99,750.0,203,669.9,220.0,1264.8,341.4,24.66,7982.65,594.9,47.04,1.08,1.89
3252,E & J GALLO WINERY,15260,Barefoot Cellars Sweet Red,7.28,10.99,1500.0,92,669.76,76.0,866.24,457.6,17.04,61966.91,196.48,22.68,0.83,1.29
9165,ULTRA BEVERAGE COMPANY LLP,26344,A to Z Rsl,11.33,16.99,750.0,59,668.47,59.0,1002.41,424.75,6.57,68054.7,333.94,33.31,1.0,1.5
10754,PERFECTA WINES,25265,Brittan Vyds Chard Wlmete Vy,29.05,42.99,750.0,23,668.15,91.0,3912.09,2579.4,10.08,28720.52,3243.94,82.92,3.96,5.86
9552,M S WALKER INC,880,Sobieski Vanilla Vodka,7.57,9.99,1000.0,88,666.16,67.0,669.33,249.75,70.35,55551.82,3.17,0.47,0.76,1.0
9165,ULTRA BEVERAGE COMPANY LLP,17983,Coppo L'Avvocata,11.48,16.99,750.0,58,665.84,74.0,1152.26,455.7,8.23,68054.7,486.42,42.21,1.28,1.73
3252,E & J GALLO WINERY,18083,Madria Sangria Moscato,6.16,8.99,1500.0,108,665.28,102.0,916.98,323.64,22.93,61966.91,251.7,27.45,0.94,1.38
1273,CALEDONIA SPIRITS INC,2220,Barr Hill Gin,13.86,18.99,375.0,48,665.28,48.0,911.52,626.67,18.81,1319.77,246.24,27.01,1.0,1.37
17035,PERNOD RICARD USA,39843,Kenwood Yulupa Merlot Cal,6.16,8.99,750.0,108,665.28,110.0,988.9,71.92,12.37,123780.22,323.62,32.73,1.02,1.49
4425,MARTIGNETTI COMPANIES,576,Pastene Marsala,6.92,8.99,1500.0,96,664.32,85.0,764.15,404.55,133.7,144929.24,99.83,13.06,0.89,1.15
9552,M S WALKER INC,38471,Ch Pesquie Cotes du Ventoux,9.2,13.99,750.0,72,662.4,111.0,1400.89,569.56,12.36,55551.82,738.49,52.72,1.54,2.11
10754,PERFECTA WINES,24165,Enzo Boglietti Brl Case Nere,55.19,84.99,750.0,12,662.28,25.0,2124.75,1274.85,2.78,28720.52,1462.47,68.83,2.08,3.21
4425,MARTIGNETTI COMPANIES,27484,Clos Lanson Champagne,132.44,199.99,750.0,5,662.2,1.0,199.99,199.99,0.11,144929.24,-462.21,-231.12,0.2,0.3
1650,Circa Wines,22227,Gifft Red Blend,6.49,13.99,750.0,102,661.98,226.0,3137.74,1019.26,25.29,211.97,2475.76,78.9,2.22,4.74
1485,CASTLE BRANDS CORP.,8100,Jefferson's Manhattan RTD,28.77,39.99,750.0,23,661.71,147.0,5758.53,4148.95,115.91,8497.59,5096.82,88.51,6.39,8.7
1392,CONSTELLATION BRANDS INC,39601,R M Woodbridge Wh Znfdl Cal,4.69,7.99,187.0,141,661.29,115.0,909.85,232.7,3.28,79528.99,248.56,27.32,0.82,1.38
4425,MARTIGNETTI COMPANIES,23110,Duckhorn Estates Merlot,109.67,169.99,1500.0,6,658.02,18.0,3059.82,2039.88,4.01,144929.24,2401.8,78.49,3.0,4.65
3252,E & J GALLO WINERY,39997,Tisdale Merlot Cal,2.61,3.99,750.0,252,657.72,264.0,1053.36,79.8,29.69,61966.91,395.64,37.56,1.05,1.6
2000,SOUTHERN WINE & SPIRITS NE,26269,Dom Anderson Chard,27.39,39.99,750.0,24,657.36,0.0,0.0,0.0,0.0,19016.59,-657.36,0.0,0.0,0.0
3252,E & J GALLO WINERY,34473,Carlo Rossi Chianti Cal,10.27,14.99,4000.0,64,657.28,51.0,764.49,449.7,30.6,61966.91,107.21,14.02,0.8,1.16
3252,E & J GALLO WINERY,24099,Gallo Copperidge Wh Znfdl,2.62,3.99,750.0,250,655.0,226.0,901.74,135.66,25.41,61966.91,246.74,27.36,0.9,1.38
90024,VINILANDIA USA,12621,Tortoise Creek Cab Svgn,7.79,11.99,750.0,84,654.36,64.0,819.36,232.82,7.16,2802.64,165.0,20.14,0.76,1.25
9552,M S WALKER INC,46590,Merieau 13 Bois Jacou Gamay,8.38,12.99,750.0,78,653.64,194.0,2520.06,1623.75,21.51,55551.82,1866.42,74.06,2.49,3.86
8892,TRINCHERO FAMILY ESTATES,34509,Trinity Oaks Merlot Cal,5.44,8.99,750.0,120,652.8,120.0,958.8,63.92,13.5,11595.97,306.0,31.91,1.0,1.47
173357,TAMWORTH DISTILLING,3848,Chicory Root Vodka,23.3,30.99,750.0,28,652.4,6.0,185.94,92.97,4.71,202.5,-466.46,-250.87,0.21,0.29
8112,MOET HENNESSY USA INC,14110,Bodegas Numanthia Termes,15.89,23.99,750.0,41,651.49,34.0,815.66,503.79,3.76,48347.26,164.17,20.13,0.83,1.25
12546,JIM BEAM BRANDS COMPANY,869,DeKuyper Anisette,7.57,9.99,1000.0,86,651.02,105.0,1048.95,829.17,110.25,123880.97,397.93,37.94,1.22,1.61
653,STATE WINE & SPIRITS,16584,Pali Winsdor Oaks Pnt Nr RRV,26.02,37.99,750.0,25,650.5,10.0,389.9,275.93,1.11,8014.98,-260.6,-66.84,0.4,0.6
4425,MARTIGNETTI COMPANIES,21711,Shardana Valli Di Porto Pino,16.66,24.99,750.0,39,649.74,93.0,2324.07,1174.53,10.34,144929.24,1674.33,72.04,2.38,3.58
12546,JIM BEAM BRANDS COMPANY,548,DeKuyper Amaretto,6.56,8.99,1000.0,99,649.44,139.0,1249.61,1006.88,145.95,123880.97,600.17,48.03,1.4,1.92
17037,Dunn Wine Brokers,18396,The Tractor Guy Pnt Nr,12.98,19.99,750.0,50,649.0,78.0,1559.22,499.75,8.72,358.03,910.22,58.38,1.56,2.4
12546,JIM BEAM BRANDS COMPANY,2339,Alberta Rye Dark Batch,15.82,25.99,750.0,41,648.62,267.0,5871.33,4419.99,210.54,123880.97,5222.71,88.95,6.51,9.05
9165,ULTRA BEVERAGE COMPANY LLP,21180,Amapola Creek Chard RR 14,21.61,31.99,750.0,30,648.3,30.0,551.7,286.82,3.33,68054.7,-96.6,-17.51,1.0,0.85
8673,STE MICHELLE WINE ESTATES,32669,Ch Ste Michelle Cold Crk Rsl,10.8,15.99,750.0,60,648.0,60.0,851.4,751.47,6.61,15919.7,203.4,23.89,1.0,1.31
11567,CAMPARI AMERICA,8228,Wild Turkey Diamond Annivsry,107.99,134.99,750.0,6,647.94,41.0,5534.59,4589.66,32.36,20964.81,4886.65,88.29,6.83,8.54
4425,MARTIGNETTI COMPANIES,2855,Master's London Dry Gin,21.58,32.99,750.0,30,647.4,151.0,4528.49,3298.9,119.16,144929.24,3881.09,85.7,5.03,6.99
4692,KOBRAND CORPORATION,20664,Fonseca Porto 11,58.82,89.99,750.0,11,647.02,11.0,989.89,89.99,1.24,9139.38,342.87,34.64,1.0,1.53
10754,PERFECTA WINES,25444,Calera Mt Harlan Chard,28.08,40.99,750.0,23,645.84,45.0,1784.55,926.77,5.01,28720.52,1138.71,63.81,1.96,2.76
9552,M S WALKER INC,22053,Lokoya Diamond Mtn Cab Svgn,215.23,324.99,750.0,3,645.69,3.0,974.97,324.99,0.34,55551.82,329.28,33.77,1.0,1.51
9552,M S WALKER INC,21767,Claude Riffault Noue Rose Sa,13.42,19.99,750.0,48,644.16,31.0,619.69,159.92,3.47,55551.82,-24.47,-3.95,0.65,0.96
1650,Circa Wines,10259,Hobo Znfdl Dry Creek,13.42,19.99,750.0,48,644.16,48.0,959.52,79.96,5.4,211.97,315.36,32.87,1.0,1.49
90047,CRUSH WINES,22656,Iron Horse Est Pnt Nr,13.42,19.99,750.0,48,644.16,5.0,99.95,59.97,0.55,1457.73,-544.21,-544.48,0.1,0.16
10754,PERFECTA WINES,16530,Castelo do Papa Godello,10.73,15.99,750.0,60,643.8,36.0,599.64,82.95,4.05,28720.52,-44.16,-7.36,0.6,0.93
4692,KOBRAND CORPORATION,36135,Foley Santa Maria Hil Pnt Nr,17.87,26.99,750.0,36,643.32,20.0,539.8,215.92,2.23,9139.38,-103.52,-19.18,0.56,0.84
3252,E & J GALLO WINERY,23272,Columbia Winery Red Blend,4.34,10.99,750.0,148,642.32,137.0,1642.63,287.76,15.39,61966.91,1000.31,60.9,0.93,2.56
3252,E & J GALLO WINERY,28316,Livingston Nat Flvrs Chard,5.26,7.99,1500.0,122,641.72,108.0,862.92,279.65,24.19,61966.91,221.2,25.63,0.89,1.34
388,ATLANTIC IMPORTING COMPANY,7241,Glendalough Poitin Shry Cask,20.68,34.99,750.0,31,641.08,123.0,3788.77,2989.01,13.59,211.74,3147.69,83.08,3.97,5.91
653,STATE WINE & SPIRITS,16609,Leese-Fitch Chard,8.9,12.99,750.0,72,640.8,72.0,843.28,58.95,8.09,8014.98,202.48,24.01,1.0,1.32
1392,CONSTELLATION BRANDS INC,6140,R M Woodbridge Wh Znfdl Cal,3.44,4.99,750.0,186,639.84,164.0,1143.36,834.81,18.14,79528.99,503.52,44.04,0.88,1.79
8112,MOET HENNESSY USA INC,5760,Grand Marnier Rasp-Peach,1.51,1.99,50.0,423,638.73,1435.0,2855.65,949.23,74.29,48347.26,2216.92,77.63,3.39,4.47
90047,CRUSH WINES,22927,Paydirt Svgn Blanc,9.65,13.99,750.0,66,636.9,72.0,1007.28,265.81,8.12,1457.73,370.38,36.77,1.09,1.58
3664,WILLIAM GRANT & SONS INC,2801,Tullamore Dew 10 Yr Old,27.68,39.99,750.0,23,636.64,106.0,4138.94,3233.17,83.58,30234.42,3502.3,84.62,4.61,6.5
8735,SURVILLE ENTERPRISES CORP,21592,Veuve du Vernay Brut Rose,6.7,11.99,750.0,95,636.5,101.0,1090.99,739.32,11.2,263.32,454.49,41.66,1.06,1.71
4950,LATITUDE BEVERAGE COMPANY,20144,Ninety Cellars Lot 96 Chard,8.84,12.99,750.0,72,636.48,60.0,779.4,25.98,6.75,1610.0,142.92,18.34,0.83,1.22
10754,PERFECTA WINES,5992,Kaikouzu Potato Shochu,26.51,34.99,750.0,24,636.24,20.0,699.8,279.92,15.76,28720.52,63.56,9.08,0.83,1.1
9165,ULTRA BEVERAGE COMPANY LLP,20991,Les Hauts de Lagarde Blanc,8.96,12.99,750.0,71,636.16,53.0,688.47,467.64,5.89,68054.7,52.31,7.6,0.75,1.08
90024,VINILANDIA USA,24334,Sea Pearl Svgn Bl,8.96,12.99,750.0,71,636.16,63.0,818.37,181.86,7.08,2802.64,182.21,22.26,0.89,1.29
4692,KOBRAND CORPORATION,27783,Jadot Chorey Beaumonts 14,21.19,31.99,750.0,30,635.7,5.0,159.95,159.95,0.55,9139.38,-475.75,-297.44,0.17,0.25
4425,MARTIGNETTI COMPANIES,22292,Locations F Red France,13.24,19.99,750.0,48,635.52,15.0,299.85,139.93,1.68,144929.24,-335.67,-111.95,0.31,0.47
12331,STELLAR IMPORTING CO LLC,17469,Zacharias Ambelos Phos Red,6.62,9.99,750.0,96,635.52,74.0,739.26,129.87,8.3,119.23,103.74,14.03,0.77,1.16
17035,PERNOD RICARD USA,23036,Jacobs Creek Two Lands Pnt G,6.62,8.99,750.0,96,635.52,72.0,819.78,153.35,8.07,123780.22,184.26,22.48,0.75,1.29
516,BANFI PRODUCTS CORP,15036,Castello Banfi Excelsus,37.33,55.99,750.0,17,634.61,10.0,655.9,395.94,1.1,8510.41,21.29,3.25,0.59,1.03
1392,CONSTELLATION BRANDS INC,6919,Paul Masson Rose,4.69,6.99,1500.0,135,633.15,120.0,940.8,166.79,26.94,79528.99,307.65,32.7,0.89,1.49
4425,MARTIGNETTI COMPANIES,11437,Schug Svgn Bl Sonoma Vly,10.73,15.99,750.0,59,633.07,540.0,8634.6,5980.26,59.76,144929.24,8001.53,92.67,9.15,13.64
4425,MARTIGNETTI COMPANIES,18364,Lost Angel Moscato,6.66,9.99,750.0,95,632.7,78.0,779.22,219.78,8.72,144929.24,146.52,18.8,0.82,1.23
2000,SOUTHERN WINE & SPIRITS NE,25414,Falesco Tellus Cab Svgn IGT,7.53,10.99,750.0,84,632.52,84.0,923.16,87.92,9.44,19016.59,290.64,31.48,1.0,1.46
9815,WINE GROUP INC,22750,Franzia Refreshing White Ta,10.2,14.99,5000.0,62,632.4,44.0,643.56,514.65,33.0,27100.41,11.16,1.73,0.71,1.02
90024,VINILANDIA USA,23928,La Mura Rosso,4.79,8.99,750.0,132,632.28,120.0,838.8,69.9,13.5,2802.64,206.52,24.62,0.91,1.33
3252,E & J GALLO WINERY,34136,Turning Leaf RSV Pnt Grigio,7.18,10.99,1500.0,88,631.84,73.0,802.27,208.81,16.38,61966.91,170.43,21.24,0.83,1.27
1392,CONSTELLATION BRANDS INC,3138,Svedka 100 Vodka,9.29,13.99,750.0,68,631.72,333.0,3992.67,2505.91,262.38,79528.99,3360.95,84.18,4.9,6.32
9552,M S WALKER INC,40203,Dom La Garrigue CDR Cuvee,10.52,15.99,750.0,60,631.2,33.0,527.67,159.9,3.69,55551.82,-103.53,-19.62,0.55,0.84
9165,ULTRA BEVERAGE COMPANY LLP,18268,Caprai Montefalco Rosso 09,13.15,19.99,750.0,48,631.2,68.0,813.32,565.57,7.54,68054.7,182.12,22.39,1.42,1.29
12331,STELLAR IMPORTING CO LLC,18164,Lyrarakis Okto White,10.52,15.99,750.0,60,631.2,60.0,959.4,31.98,6.75,119.23,328.2,34.21,1.0,1.52
10754,PERFECTA WINES,42581,Roussanne Truchard Carneros,13.15,19.99,750.0,48,631.2,11.0,219.89,99.95,1.22,28720.52,-411.31,-187.05,0.23,0.35
10754,PERFECTA WINES,5959,Lucano Amaro,11.9,21.99,750.0,53,630.7,146.0,2188.54,1169.22,115.04,28720.52,1557.84,71.18,2.75,3.47
9552,M S WALKER INC,22968,Klinker Brick Marisa Znfdl,23.33,34.99,750.0,27,629.91,65.0,2274.35,1084.69,7.25,55551.82,1644.44,72.3,2.41,3.61
9552,M S WALKER INC,640,Sobieski Orange Vodka,7.24,9.99,1000.0,87,629.88,73.0,729.27,119.88,76.65,55551.82,99.39,13.63,0.84,1.16
3252,E & J GALLO WINERY,45239,J Vineyards Chard RRV,10.32,28.99,750.0,61,629.52,72.0,1151.28,271.83,8.05,61966.91,521.76,45.32,1.18,1.83
90024,VINILANDIA USA,23362,Boundary Breaks Dry Rsl #239,13.1,18.99,750.0,48,628.8,38.0,721.62,208.89,4.25,2802.64,92.82,12.86,0.79,1.15
90047,CRUSH WINES,15508,Mollydooker Enchanted Path,48.36,79.99,750.0,13,628.68,29.0,2319.71,1919.76,3.21,1457.73,1691.03,72.9,2.23,3.69
9552,M S WALKER INC,22340,Gerard Bertrand Languedoc Rg,7.14,10.99,750.0,88,628.32,174.0,1727.26,801.17,19.39,55551.82,1098.94,63.62,1.98,2.75
10754,PERFECTA WINES,23391,Trombetta Family Pnt Nr Gaps,48.27,69.99,750.0,13,627.51,57.0,3989.43,3009.57,6.31,28720.52,3361.92,84.27,4.38,6.36
90024,VINILANDIA USA,25118,Foxglove Cab Svgn,10.27,14.99,750.0,61,626.47,41.0,614.59,269.82,4.57,2802.64,-11.88,-1.93,0.67,0.98
6213,MHW LTD,5376,Bols Yogurt Liqueur,9.77,12.99,750.0,64,625.28,143.0,1857.57,584.55,112.68,9621.58,1232.29,66.34,2.23,2.97
9552,M S WALKER INC,24170,Adelsheim Caitlins Rsv Chard,25.97,39.99,750.0,24,623.28,41.0,1639.59,1399.65,4.52,55551.82,1016.31,61.99,1.71,2.63
2000,SOUTHERN WINE & SPIRITS NE,21858,Willamette Vly Elton Pnt Nr,25.97,49.99,750.0,24,623.28,26.0,1115.74,947.78,2.87,19016.59,492.46,44.14,1.08,1.79
1703,ALISA CARR BEVERAGES,19124,Ch la Cour d'Argent Bordeaux,23.97,34.99,750.0,26,623.22,16.0,1119.84,349.95,1.79,172.0,496.62,44.35,0.62,1.8
3950,"HOOD RIVER DISTILLERS, Inc.",372,44* North Magic Valley Vodka,17.3,22.49,750.0,36,622.8,60.0,1349.4,224.9,47.2,117.52,726.6,53.85,1.67,2.17
10754,PERFECTA WINES,25748,Duca di Salaparuta Paso Mule,14.47,21.99,750.0,43,622.21,43.0,945.57,175.92,4.83,28720.52,323.36,34.2,1.0,1.52
4425,MARTIGNETTI COMPANIES,24963,Ch Messile Aubert Montgne St,15.17,21.99,750.0,41,621.97,194.0,4266.06,2462.88,21.54,144929.24,3644.09,85.42,4.73,6.86
4950,LATITUDE BEVERAGE COMPANY,23979,NinetyCellars Lot 122 Chard,7.58,10.99,750.0,82,621.56,62.0,681.38,285.74,6.92,1610.0,59.82,8.78,0.76,1.1
4425,MARTIGNETTI COMPANIES,25339,Le Haut Medoc de Lascombes,23.02,34.99,750.0,27,621.54,151.0,5283.49,2974.15,16.77,144929.24,4661.95,88.24,5.59,8.5
9165,ULTRA BEVERAGE COMPANY LLP,17148,Insomnia Red,5.26,7.99,750.0,118,620.68,54.0,485.46,278.69,6.0,68054.7,-135.22,-27.85,0.46,0.78
6785,PALM BAY INTERNATIONAL INC,36197,Cavit Pinot Noir Delle Vene,5.8,8.99,187.0,107,620.6,95.0,854.05,467.48,2.77,13605.41,233.45,27.33,0.89,1.38
7153,PINE STATE TRADING CO,20316,Smith & Hook Cab Svgn,62.06,89.99,3000.0,10,620.6,16.0,1439.84,899.9,7.2,15884.82,819.24,56.9,1.6,2.32
4692,KOBRAND CORPORATION,27781,Jadot Cote de Beaune Vlgs 14,20.68,29.99,750.0,30,620.4,9.0,269.91,239.92,0.99,9139.38,-350.49,-129.85,0.3,0.44
12331,STELLAR IMPORTING CO LLC,45329,Nasiakos Agiorgitiko Rd,10.34,14.99,750.0,60,620.4,54.0,809.46,194.87,6.05,119.23,189.06,23.36,0.9,1.3
2876,CENTEUR IMPORTS LLC,23625,Apimed Old Slavic Mead Dark,6.89,9.99,750.0,90,620.1,90.0,953.1,41.46,10.12,31.5,333.0,34.94,1.0,1.54
1590,DIAGEO CHATEAU ESTATE WINES,22918,Blossom Hill Merlot,7.38,10.99,1500.0,84,619.92,72.0,791.28,65.94,16.2,7259.75,171.36,21.66,0.86,1.28
90017,THE IMPORTED GRAPE LLC,15178,Tercos Torrontes,7.38,12.49,750.0,84,619.92,81.0,1005.69,309.25,9.06,80.03,385.77,38.36,0.96,1.62
4692,KOBRAND CORPORATION,27789,Jadot Puligny Montrachet 14,51.61,79.99,750.0,12,619.32,2.0,159.98,79.99,0.22,9139.38,-459.34,-287.12,0.17,0.26
9552,M S WALKER INC,24561,Ch St-Roch Chimeres CdRoussi,10.32,15.99,750.0,60,619.2,46.0,735.54,495.69,5.1,55551.82,116.34,15.82,0.77,1.19
9165,ULTRA BEVERAGE COMPANY LLP,20980,Valley of the Moon Blend 41,12.9,19.99,750.0,48,619.2,33.0,659.67,539.73,3.64,68054.7,40.47,6.13,0.69,1.07
7153,PINE STATE TRADING CO,23951,Ch Moulin de Pillardot 10,7.28,10.99,750.0,85,618.8,285.0,3132.15,1033.06,31.86,15884.82,2513.35,80.24,3.35,5.06
2000,SOUTHERN WINE & SPIRITS NE,1248,Tullibardine Sauterne Finish,47.44,64.99,750.0,13,616.72,43.0,2794.57,2079.68,33.94,19016.59,2177.85,77.93,3.31,4.53
8673,STE MICHELLE WINE ESTATES,38631,Columbia Crest Gr Ests Syrah,2.95,4.49,750.0,209,616.55,209.0,938.41,157.15,23.48,15919.7,321.86,34.3,1.0,1.52
9165,ULTRA BEVERAGE COMPANY LLP,18263,Gianni Gagliardo Dolcetto D',12.58,18.99,750.0,49,616.42,50.0,949.5,683.64,5.51,68054.7,333.08,35.08,1.02,1.54
9165,ULTRA BEVERAGE COMPANY LLP,4748,Patron XO Cafe Incendio,16.66,23.99,750.0,37,616.42,212.0,4449.88,3085.53,167.14,68054.7,3833.46,86.15,5.73,7.22
9165,ULTRA BEVERAGE COMPANY LLP,23266,Ornellaia Ornus,68.49,99.99,375.0,9,616.41,1.0,99.99,99.99,0.06,68054.7,-516.42,-516.47,0.11,0.16
10754,PERFECTA WINES,19960,La Noble Chard Unoaked,9.2,13.99,750.0,67,616.4,45.0,629.55,209.85,5.05,28720.52,13.15,2.09,0.67,1.02
9552,M S WALKER INC,25191,Cousino Macul Cab Svgn,7.33,12.99,750.0,84,615.72,36.0,445.64,226.81,4.0,55551.82,-170.08,-38.17,0.43,0.72
10754,PERFECTA WINES,21443,Ch L'Englise Clinet St Emiln,102.59,204.99,750.0,6,615.54,6.0,947.94,315.98,0.68,28720.52,332.4,35.07,1.0,1.54
3252,E & J GALLO WINERY,42752,Five Oaks Chard Cal,2.56,3.79,750.0,240,614.4,235.0,890.65,83.38,26.42,61966.91,276.25,31.02,0.98,1.45
